"Name","Season","GamesPlayed","Fouls","ShootingFouls","Loose Ball Fouls","Loose Ball Fouls Drawn","Offensive Fouls","Charge Fouls","Offensive Fouls Drawn","Charge Fouls Drawn","BlockingFouls","BlockingFoulsDrawn","Clear Path Fouls","Transition Take Fouls","Transition Take Fouls Drawn","Defensive 3 Seconds Violations","FoulsDrawn"
"NYK","2020-21",72,1473,674,93,63,85,35,75,16,0,0,2,0,0,9,1286
"MIN","2020-21",72,1507,743,83,72,85,44,114,25,0,0,2,0,0,10,1430
"ATL","2020-21",72,1392,666,71,64,95,28,55,21,0,0,0,0,0,9,1421
"DEN","2020-21",72,1373,699,65,75,71,34,72,25,0,0,1,0,0,11,1377
"CHI","2020-21",72,1362,720,66,69,66,39,84,44,0,0,3,0,0,4,1276
"NOP","2020-21",72,1295,676,61,73,81,59,71,37,0,0,2,0,0,8,1533
"SAC","2020-21",72,1400,707,65,61,87,28,71,31,0,0,2,0,0,9,1347
"BOS","2020-21",72,1471,712,83,75,89,31,77,62,0,0,0,0,0,3,1389
"DAL","2020-21",72,1396,716,68,78,73,21,115,40,0,0,1,0,0,5,1442
"SAS","2020-21",72,1293,700,40,59,61,37,76,28,0,0,2,0,0,1,1338
"IND","2015-16",82,1641,825,96,81,101,59,88,64,82,100,1,0,0,6,1673
"UTA","2015-16",82,1655,731,110,84,106,48,71,17,47,48,6,0,0,29,1626
"BOS","2015-16",82,1796,830,127,122,92,48,135,48,105,87,1,0,0,30,1713
"CLE","2015-16",82,1666,772,95,114,106,27,105,40,43,42,4,0,0,7,1683
"NOP","2015-16",82,1713,818,99,118,83,38,95,33,73,60,3,0,0,20,1625
"CHI","2015-16",82,1545,798,87,93,62,47,57,45,37,32,3,0,0,18,1534
"DAL","2015-16",82,1595,761,97,117,79,28,153,45,110,140,1,0,0,28,1754
"DEN","2015-16",82,1723,801,130,117,109,38,93,32,69,86,3,0,0,25,1706
"GSW","2015-16",82,1701,861,97,99,108,15,90,31,34,29,2,0,0,24,1623
"HOU","2015-16",82,1790,737,103,100,89,54,79,53,82,71,3,0,0,34,1843
"LAC","2015-16",82,1746,795,100,137,85,26,93,34,59,50,5,0,0,32,1840
"LAL","2015-16",82,1662,853,112,102,97,28,67,14,38,46,2,0,0,15,1568
"MIA","2015-16",82,1502,747,97,94,81,39,66,42,48,45,2,0,0,28,1608
"MIL","2015-16",82,1695,805,85,70,97,31,93,33,83,71,1,0,0,37,1598
"MIN","2015-16",82,1696,762,94,61,102,56,114,29,45,64,2,0,0,16,1766
"BKN","2015-16",82,1476,682,81,74,88,32,85,37,41,34,1,0,0,22,1510
"NYK","2015-16",82,1616,800,89,81,119,17,89,11,26,33,1,0,0,27,1518
"ORL","2015-16",82,1701,835,64,93,93,48,80,42,66,42,1,0,0,30,1494
"PHI","2015-16",82,1780,921,95,65,67,63,94,45,80,71,5,0,0,16,1571
"PHX","2015-16",82,1858,873,93,104,117,43,103,47,85,102,2,0,0,33,1766
"POR","2015-16",82,1782,901,92,85,111,41,90,27,51,51,1,0,0,15,1594
"SAC","2015-16",82,1676,788,92,109,88,47,86,61,70,61,3,0,0,17,1797
"SAS","2015-16",82,1433,681,85,77,70,26,119,28,47,43,2,0,0,24,1597
"OKC","2015-16",82,1691,835,114,127,107,38,81,22,54,58,3,0,0,11,1644
"TOR","2015-16",82,1610,735,108,135,101,44,84,33,66,89,4,0,0,37,1798
"CHA","2020-21",72,1298,604,69,70,78,44,67,54,0,0,3,0,0,21,1337
"IND","2020-21",72,1453,707,91,89,62,44,78,21,0,0,3,0,0,9,1305
"POR","2020-21",72,1362,748,51,92,87,41,70,23,0,0,1,0,0,8,1373
"TOR","2020-21",72,1526,703,76,59,90,52,90,43,0,0,3,0,0,16,1402
"DET","2020-21",72,1477,670,69,79,91,47,96,39,0,0,1,0,0,11,1469
"POR","2004-05",82,1703,732,99,0,161,0,0,0,0,0,2,0,0,30,0
"OKC","2020-21",72,1305,666,60,46,80,49,104,24,0,0,0,0,0,18,1336
"UTA","2020-21",72,1335,586,90,66,84,32,82,18,0,0,2,0,0,15,1365
"DET","2012-13",82,1623,789,87,100,82,60,79,70,29,29,4,0,0,11,1629
"CHA","2012-13",82,1560,773,67,111,88,37,113,37,28,54,3,0,0,18,1745
"PHI","2012-13",82,1505,782,65,85,80,43,91,34,24,22,1,0,0,17,1329
"PHX","2012-13",82,1688,756,93,84,96,48,93,67,63,51,3,0,0,24,1508
"POR","2012-13",82,1518,744,91,98,81,44,75,62,25,29,3,0,0,9,1534
"SAC","2012-13",82,1717,795,112,101,68,66,62,39,30,36,7,0,0,15,1632
"SAS","2012-13",82,1427,727,89,83,62,54,103,44,61,45,0,0,0,10,1563
"OKC","2012-13",82,1654,704,94,108,108,55,69,47,57,48,0,0,0,29,1694
"TOR","2012-13",82,1836,863,123,99,130,44,89,50,73,52,6,0,0,21,1648
"UTA","2012-13",82,1750,805,65,100,125,41,111,24,19,27,3,0,0,16,1667
"MEM","2012-13",82,1660,736,144,129,90,41,88,65,26,32,3,0,0,9,1635
"WAS","2012-13",82,1681,785,108,73,137,40,118,46,33,31,2,0,0,15,1567
"NOP","2012-13",82,1673,736,119,100,105,47,102,42,57,57,2,0,0,16,1532
"CHI","2012-13",82,1617,744,90,92,102,43,101,37,18,28,4,0,0,24,1604
"DAL","2012-13",82,1698,900,83,93,68,36,85,42,62,46,4,0,0,16,1545
"DEN","2012-13",82,1682,755,130,97,109,49,86,37,76,77,4,0,0,31,1775
"GSW","2012-13",82,1753,822,114,79,110,55,97,52,39,31,5,0,0,25,1570
"BKN","2012-13",82,1500,674,94,97,103,35,106,37,25,31,4,0,0,21,1748
"NYK","2012-13",82,1650,759,100,92,116,19,118,25,19,25,0,0,0,14,1573
"ORL","2012-13",82,1591,758,108,84,108,40,93,30,29,42,5,0,0,35,1348
"IND","2012-13",81,1622,729,122,106,121,74,100,38,53,52,4,0,0,21,1768
"CLE","2012-13",82,1737,846,110,121,79,66,96,72,51,52,1,0,0,14,1611
"ATL","2011-12",66,1178,591,81,77,64,37,69,52,37,38,3,0,0,11,1262
"NOP","2011-12",66,1324,610,85,94,103,53,79,25,54,53,2,0,0,35,1234
"CHI","2011-12",66,1139,575,79,79,58,46,50,35,30,29,1,0,0,25,1163
"DAL","2011-12",66,1226,629,66,98,57,28,54,35,31,37,1,0,0,29,1209
"DEN","2011-12",66,1297,576,90,90,128,32,121,23,65,75,2,0,0,40,1451
"MIN","2011-12",66,1212,614,80,86,68,54,108,48,36,30,1,0,0,19,1434
"BKN","2011-12",66,1268,638,74,89,89,30,81,35,24,15,1,0,0,19,1274
"NYK","2011-12",66,1391,632,79,93,113,29,115,26,11,20,1,0,0,27,1431
"ORL","2011-12",66,1168,567,54,81,100,26,84,39,32,23,2,0,0,22,1307
"POR","2011-12",66,1251,606,85,85,79,54,99,50,28,22,0,0,0,16,1305
"SAC","2011-12",66,1287,634,105,90,49,64,59,70,32,37,2,0,0,18,1312
"SAS","2011-12",66,1143,561,88,66,65,41,67,59,40,52,1,0,0,19,1243
"OKC","2011-12",66,1352,634,76,76,100,66,51,36,34,42,0,0,0,18,1320
"TOR","2011-12",66,1532,718,107,61,118,59,59,45,52,45,2,0,0,22,1209
"UTA","2011-12",66,1441,731,55,59,56,64,73,57,25,34,3,0,0,12,1365
"MEM","2011-12",66,1316,625,92,94,57,51,61,54,38,28,4,0,0,19,1275
"CHA","2011-12",66,1249,663,64,79,90,32,110,34,23,29,3,0,0,13,1338
"HOU","2020-21",72,1407,735,76,79,70,42,96,45,0,0,1,0,0,8,1387
"MIL","2010-11",82,1682,832,105,98,124,33,181,55,34,25,4,0,0,37,1693
"HOU","2010-11",82,1641,815,89,99,89,55,103,79,43,36,3,0,0,21,1754
"LAL","2010-11",82,1555,680,119,75,102,46,103,39,56,43,2,0,0,28,1697
"MIN","2010-11",82,1825,897,102,119,103,68,105,78,40,27,5,0,0,26,1714
"BKN","2010-11",82,1807,893,125,106,109,61,102,61,42,26,4,0,0,37,1635
"NYK","2010-11",82,1743,895,92,74,121,53,125,33,27,38,3,0,0,35,1702
"IND","2010-11",82,1782,942,102,106,93,66,92,96,72,39,2,0,0,31,1754
"PHI","2010-11",82,1592,874,78,94,73,34,110,31,21,25,1,0,0,31,1544
"PHX","2010-11",82,1666,846,95,119,83,58,108,107,65,44,0,0,0,36,1740
"POR","2010-11",82,1585,762,99,84,87,28,157,72,45,38,4,0,0,32,1740
"MIA","2010-11",82,1674,812,107,95,132,50,96,53,25,33,2,0,0,34,1785
"ATL","2010-11",82,1554,789,89,109,94,53,82,69,24,18,2,0,0,24,1516
"BOS","2010-11",82,1678,830,95,66,125,52,72,80,63,60,0,0,0,56,1657
"CLE","2010-11",82,1648,829,83,119,82,68,114,55,36,45,2,0,0,31,1746
"NOP","2010-11",82,1719,747,155,101,152,58,103,35,45,66,2,0,0,53,1673
"CHI","2010-11",82,1639,833,120,74,113,60,103,45,34,44,3,0,0,35,1643
"DAL","2010-11",82,1575,811,91,126,97,35,117,44,34,33,4,0,0,41,1647
"SAS","2010-11",82,1556,770,112,108,89,67,104,61,56,72,1,0,0,28,1700
"WAS","2010-11",82,1850,927,87,81,121,74,109,56,37,48,3,0,0,34,1662
"DET","2010-11",82,1629,840,66,101,100,41,93,47,25,12,3,0,0,18,1544
"CHA","2010-11",82,1637,824,98,80,126,54,111,45,35,36,5,0,0,22,1730
"WAS","2009-10",82,1752,915,64,87,167,0,159,0,0,0,5,0,0,30,1682
"DET","2009-10",82,1822,834,98,120,151,0,139,0,0,0,2,0,0,27,1701
"CHA","2009-10",82,1597,731,91,105,182,0,161,0,0,0,5,0,0,29,1799
"ATL","2009-10",82,1632,821,110,91,127,0,106,0,0,0,3,0,0,10,1580
"BOS","2009-10",82,1816,877,85,82,201,0,126,0,0,0,4,0,0,46,1772
"CLE","2009-10",82,1591,828,102,90,146,0,123,0,0,0,2,0,0,36,1706
"NOP","2009-10",82,1606,796,118,110,135,0,130,0,0,0,6,0,0,30,1596
"CHI","2009-10",82,1648,846,98,107,145,0,120,0,0,0,5,0,0,30,1641
"DAL","2009-10",82,1563,839,68,117,122,0,152,0,0,0,4,0,0,30,1650
"DEN","2009-10",82,1844,929,124,141,172,0,115,0,0,0,4,0,0,24,1941
"GSW","2009-10",82,1886,1015,76,103,136,0,190,0,0,0,2,0,0,32,1757
"HOU","2009-10",82,1712,839,129,108,157,0,252,0,0,0,1,0,0,15,1838
"LAC","2009-10",82,1581,860,91,94,139,0,113,0,0,0,4,0,0,26,1584
"LAL","2009-10",82,1592,726,113,114,159,0,127,0,0,0,1,0,0,29,1732
"MIA","2009-10",82,1710,920,110,87,152,0,161,0,0,0,4,0,0,34,1635
"MIL","2009-10",82,1823,980,113,116,131,0,223,0,0,0,1,0,0,34,1662
"MIN","2009-10",82,1699,837,99,83,156,0,152,0,0,0,5,0,0,47,1683
"BKN","2009-10",82,1643,906,71,77,133,0,138,0,0,0,3,0,0,26,1646
"NYK","2009-10",82,1638,835,85,64,148,0,185,0,0,0,4,0,0,33,1575
"ORL","2009-10",82,1629,785,93,99,178,0,119,0,0,0,2,0,0,46,1814
"PHI","2009-10",82,1677,841,91,86,110,0,122,0,0,0,5,0,0,39,1533
"PHX","2009-10",82,1713,910,92,98,138,0,176,0,0,0,2,0,0,41,1785
"POR","2009-10",82,1715,753,122,112,156,0,193,0,0,0,2,0,0,34,1763
"SAC","2009-10",82,1827,913,135,113,161,0,148,0,0,0,6,0,0,30,1650
"SAS","2009-10",82,1669,817,107,89,146,0,147,0,0,0,0,0,0,25,1670
"OKC","2009-10",82,1743,920,98,88,190,0,159,0,0,0,1,0,0,28,1753
"TOR","2009-10",82,1819,908,101,95,157,0,144,0,0,0,5,0,0,48,1727
"UTA","2009-10",82,1859,1007,95,94,166,0,159,0,0,0,3,0,0,14,1816
"MEM","2009-10",82,1655,829,117,141,150,0,120,0,0,0,1,0,0,25,1839
"ATL","2008-09",82,1610,773,92,97,142,0,104,0,0,0,2,0,0,17,1679
"NYK","2008-09",82,1672,835,83,93,132,0,139,0,0,0,3,0,0,24,1591
"ORL","2008-09",82,1664,816,99,98,161,0,110,0,0,0,0,0,0,29,1836
"IND","2008-09",82,1895,1043,104,74,142,0,158,0,0,0,4,0,0,57,1687
"PHI","2008-09",82,1650,761,118,100,157,0,149,0,0,0,2,0,0,25,1786
"PHX","2008-09",82,1691,885,100,89,154,0,173,0,0,0,4,0,0,46,1875
"POR","2008-09",82,1671,736,87,106,147,0,149,0,0,0,3,0,0,43,1730
"SAC","2008-09",82,1910,1045,94,95,137,0,149,0,0,0,5,0,0,23,1735
"SAS","2008-09",82,1546,721,107,93,103,0,140,0,0,0,2,0,0,18,1508
"OKC","2008-09",82,1655,860,74,63,163,0,141,0,0,0,1,0,0,18,1654
"TOR","2008-09",82,1593,752,82,88,150,0,154,0,0,0,2,0,0,33,1640
"DET","2008-09",82,1712,886,86,95,155,0,122,0,0,0,2,0,0,17,1611
"CHA","2008-09",82,1754,800,119,81,174,0,179,0,0,0,2,0,0,20,1712
"BOS","2008-09",82,1897,852,109,97,234,0,161,0,0,0,5,0,0,54,1814
"CLE","2008-09",82,1663,824,99,95,120,0,168,0,0,0,4,0,0,22,1663
"NOP","2008-09",82,1665,751,129,105,154,0,123,0,0,0,1,0,0,31,1672
"UTA","2008-09",82,1830,936,101,99,141,0,191,0,0,0,0,0,0,18,1969
"CHI","2008-09",82,1709,895,81,87,148,0,145,0,0,0,3,0,0,27,1706
"MEM","2008-09",82,1777,865,92,105,155,0,151,0,0,0,1,0,0,29,1784
"WAS","2008-09",82,1679,842,63,67,122,0,103,0,0,0,3,0,0,28,1637
"DAL","2008-09",82,1600,858,84,114,118,0,119,0,0,0,2,0,0,23,1644
